Conference,Player,Class,Pos,School,G,MP,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,PTS,TRB,AST,STL,BLK,PER,WS,BPM
WCC,Jacob Tryon,JR,F,Portland,32,762,169,41,10,28,41,45,227,0.503,0.556,0.413,0.744,7.1,5.3,1.3,0.3,0.9,15.3,2,0.5
WCC,Austin Vereen,SR,G,Pacific,33,595,82,14,16,7,14,68,134,0.364,0.356,0.373,0.788,4.1,2.5,0.4,0.5,0.2,10.8,1.7,0.3
WCC,Jonas Visser,FR,C,San Francisco,7,26,3,1,0,0,1,4,6,0.667,0.667,,1,0.9,0.4,0.1,0,0,11.6,0.1,-3.5
WCC,Josip Vrankic,JR,F,Santa Clara,31,865,168,83,39,16,56,75,386,0.48,0.512,0.347,0.737,12.5,5.4,2.7,1.3,0.5,21.6,3.9,5.7
WCC,JoJo Walker,JR,G,Portland,29,921,95,73,16,3,54,54,335,0.367,0.427,0.318,0.699,11.6,3.3,2.5,0.6,0.1,11.6,1.4,-1.5
WCC,Anton Watson,FR,F,Gonzaga,15,220,46,23,18,8,12,23,73,0.538,0.628,0.111,0.571,4.9,3.1,1.5,1.2,0.5,21.8,1.1,7.4
WCC,Wyatt Watson,FR,F,Portland,12,40,4,0,0,1,1,1,15,0.455,1,0.4,0.5,1.3,0.3,0,0,0.1,13.7,0.1,0
WCC,Trey Wertz,SO,G,Santa Clara,31,887,107,122,28,4,78,85,368,0.489,0.566,0.4,0.757,11.9,3.5,3.9,0.9,0.1,16.9,2.9,1.1
WCC,Michael Wexler,SO,G,Pepperdine,1,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,-6.6
WCC,Isaiah White,SR,G,Portland,27,796,71,52,31,22,48,73,330,0.422,0.465,0.357,0.77,12.2,2.6,1.9,1.1,0.8,15,1.6,0.1
WCC,Deovaunta Williams,FR,G,Loyola Marymount,25,357,32,29,19,2,27,38,86,0.449,0.475,0.25,0.579,3.4,1.3,1.2,0.8,0.1,10.4,0.4,-1.6
WCC,Giordan Williams,FR,G,Santa Clara,25,210,23,4,9,0,9,18,69,0.436,0.579,0.361,0.615,2.8,0.9,0.2,0.4,0,11,0.4,-2.8
WCC,Jalen Williams,FR,G,Santa Clara,33,841,94,62,44,17,36,86,254,0.436,0.5,0.352,0.763,7.7,2.8,1.9,1.3,0.5,13.8,2.4,1.7
WCC,Ryan Woolridge,SR,G,Gonzaga,33,1078,148,140,47,7,69,28,334,0.529,0.573,0.432,0.61,10.1,4.5,4.2,1.4,0.2,17.3,4.3,6.2
WCC,Jay Yoon,SO,G,Pepperdine,4,8,1,1,0,0,0,4,0,0,0,,,0,0.3,0.3,0,0,-12.7,0,-21.2
WCC,Pavel Zakharov,FR,F,Gonzaga,19,85,18,3,2,4,7,14,36,0.619,0.632,0.5,0.6,1.9,0.9,0.2,0.1,0.2,18.9,0.4,0.8
WCC,Jan Zidek,FR,F,Pepperdine,15,158,18,5,0,0,5,18,82,0.438,0.7,0.318,0.857,5.5,1.2,0.3,0,0,17.3,0.5,1.9
WCC,Lazar Zivanovic,FR,G,Loyola Marymount,23,197,12,10,5,3,20,27,44,0.462,0.571,0.182,0.429,1.9,0.5,0.4,0.2,0.1,3.2,-0.2,-8.6
WCC,Kristers Zoriks,SO,G,Saint Mary's (CA),23,272,24,17,10,0,9,20,86,0.5,0.423,0.567,0.722,3.7,1,0.7,0.4,0,16.7,1,4.5
